Oligo	Referencia	Strand
PROBE	DQ889502	minus
PROBE	X14112	minus
PROBE	X02138	minus
PROBE	KX791996	plus
PROBE	KX791926	plus
PROBE	KX791863	plus
PROBE	KX791846	plus
PROBE	KX791796	plus
PROBE	L00036	plus
PROBE	CP050801	minus
PROBE	XM_034749739	plus
PROBE	XM_004975962	plus
PROBE	XM_011403263	plus
PROBE	LR812084	minus
PROBE	LR792836	minus
PROBE	LR761621	minus
PROBE	LR738419	minus
PROBE	OX063311	minus
PROBE	CP068756	minus
PROBE	OU015771	minus
PROBE	OU015771	minus
PROBE	OU015771	plus
PROBE	LR994620	minus
PROBE	XM_037614758	minus
PROBE	LR812059	minus
PROBE	LR812059	plus
PROBE	LR812615	minus
PROBE	CR956626	minus
PROBE	LR812077	plus
PROBE	LR792830	plus
PROBE	LR792820	plus
PROBE	LR792820	plus
PROBE	LR761615	plus
PROBE	LR761605	plus
PROBE	LR761605	plus
PROBE	XM_027857433	plus
PROBE	XM_027857432	plus
PROBE	XM_027857430	plus
PROBE	CP027631	plus
PROBE	CP027631	minus
PROBE	XM_020973323	plus
PROBE	XM_020973322	plus
PROBE	XM_020973321	plus
PROBE	XM_020973320	plus
PROBE	XM_020973319	plus
PROBE	XM_020973318	plus
PROBE	XM_020973317	plus
PROBE	XM_020973316	plus
PROBE	LK277285	plus
PROBE	LK064839	plus
PROBE	OX183136	plus
PROBE	OX183136	plus
PROBE	OX183136	plus
PROBE	OX183136	plus
PROBE	OX183136	plus
PROBE	OX063304	plus
PROBE	OX063304	minus
PROBE	CP068749	plus
PROBE	CP068749	minus
PROBE	OU015770	plus
PROBE	OU015770	plus
PROBE	OU015770	plus
PROBE	LR994614	plus
PROBE	LR994604	plus
PROBE	LR994604	plus
PROBE	LR812496	minus
PROBE	LR812123	minus
PROBE	CP054691	minus
PROBE	AP023162	minus
PROBE	CP050798	minus
PROBE	CP050798	plus
PROBE	CP050798	plus
PROBE	CP050569	minus
PROBE	CP050620	minus
PROBE	CP046676	minus
PROBE	CP046244	minus
PROBE	LR738627	minus
PROBE	LR738607	minus
PROBE	CP035804	minus
PROBE	XM_029944587	minus
PROBE	XM_029944586	minus
PROBE	LR606180	minus
PROBE	LR597436	minus
PROBE	LR584416	minus
PROBE	LR584416	plus
PROBE	LR584416	plus
PROBE	LR584084	minus
PROBE	LC425033	minus
PROBE	LS997565	minus
PROBE	CP027629	minus
PROBE	CP027627	minus
PROBE	CP027626	minus
PROBE	XM_023927994	minus
PROBE	LT972198	minus
PROBE	NG_016202	minus
PROBE	CP018728	minus
PROBE	CP017752	minus
PROBE	CP011907	minus
PROBE	CP010982	minus
PROBE	AP026560	minus
PROBE	OX155953	minus
PROBE	OX090961	minus
PROBE	OX090952	minus
PROBE	OX031068	minus
PROBE	OW971801	minus
PROBE	OW971780	minus
PROBE	OW971654	minus
PROBE	CP098485	minus
PROBE	OW971612	minus
PROBE	OW971560	minus
PROBE	OW971591	minus
PROBE	OW971591	minus
PROBE	OW971853	minus
PROBE	OW971853	minus
PROBE	OW971822	minus
PROBE	OW971822	minus
PROBE	OW971759	minus
PROBE	OW971622	minus
PROBE	OW971708	minus
PROBE	OW971697	minus
PROBE	OW971675	minus
PROBE	OW568917	minus
PROBE	OM350694	minus
PROBE	OW387147	minus
PROBE	OW387145	minus
PROBE	OW387145	minus
PROBE	OV838935	minus
PROBE	OV815273	minus
PROBE	LN594073	minus
PROBE	OV696700	minus
PROBE	OV277462	minus
PROBE	OV121115	minus
PROBE	OV121115	plus
PROBE	OU964977	minus
PROBE	OU964977	plus
PROBE	OU964932	minus
PROBE	OU862928	minus
PROBE	OU862875	minus
PROBE	OU503040	minus
PROBE	XM_006010261	minus
PROBE	CP080052	minus
PROBE	OU427004	minus
PROBE	OU342463	minus
PROBE	OU342406	minus
PROBE	OU015369	minus
PROBE	XM_040173858	minus
PROBE	XM_040173857	minus
PROBE	XM_040173856	minus
PROBE	HG994395	minus
PROBE	LR990739	minus
PROBE	LR990736	minus
PROBE	LR990730	minus
PROBE	HG992008	minus
PROBE	OE179145	minus
PROBE	LR744056	minus
PROBE	CP064903	minus
PROBE	XM_037758265	minus
PROBE	XM_037758264	minus
PROBE	CP062011	minus
PROBE	AP023542	minus
PROBE	AP023542	minus
PROBE	XM_036147718	minus
PROBE	XR_004917021	minus
PROBE	LR877217	minus
PROBE	LR877217	minus
PROBE	LR877208	minus
PROBE	LR877204	minus
PROBE	LR877204	minus
PROBE	LR877204	minus
PROBE	LR877204	minus
PROBE	LR877204	minus
PROBE	LR877204	minus
PROBE	LR862369	minus
PROBE	LR862369	minus
PROBE	LR828264	minus
PROBE	JN958613	minus
PROBE	JN954587	minus
PROBE	CP003013	minus
PROBE	CP002638	minus
PROBE	FQ311875	minus
PROBE	FP091248	minus
PROBE	AC190056	minus
PROBE	AC102658	minus
PROBE	AC163899	minus
PROBE	AC091980	minus
PROBE	AL121774	minus
PROBE	U00830	minus
PROBE	LR812505	plus
PROBE	LR812504	plus
PROBE	LR812504	plus
PROBE	LR812072	plus
PROBE	CP040094	plus
PROBE	XM_034992558	plus
PROBE	LR792828	plus
PROBE	LR792828	plus
PROBE	LR792827	plus
PROBE	LR792827	plus
PROBE	LR761613	plus
PROBE	LR761613	plus
PROBE	LR761612	plus
PROBE	LR761612	plus
PROBE	CP050586	plus
PROBE	CP050622	plus
PROBE	CP050440	plus
PROBE	CP049908	plus
PROBE	LR778264	plus
PROBE	LR778264	plus
PROBE	XM_032405411	plus
PROBE	XM_032405410	plus
PROBE	LC493927	plus
PROBE	AP006820	plus
PROBE	XM_006735807	plus
PROBE	XM_030798530	plus
PROBE	XM_030492999	plus
PROBE	LR697115	plus
PROBE	LR597463	plus
PROBE	LR594591	plus
PROBE	XM_029259821	plus
PROBE	XM_018763028	plus
PROBE	XM_018763027	plus
PROBE	LR584083	plus
PROBE	CP037921	plus
PROBE	CP024087	plus
PROBE	CP034499	plus
PROBE	CP034499	minus
PROBE	CP034492	plus
PROBE	MG560141	plus
PROBE	XM_025970046	plus
PROBE	KY776502	plus
PROBE	CP021435	plus
PROBE	CP021435	plus
PROBE	NM_001158976	plus
PROBE	XR_002479110	plus
PROBE	CP017755	plus
PROBE	CP017749	plus
PROBE	XM_014044984	plus
PROBE	CP011910	plus
PROBE	LK064688	plus
PROBE	KP129108	plus
PROBE	KP129107	plus
PROBE	KP129106	plus
PROBE	KP129105	plus
PROBE	KP129104	plus
PROBE	KP129103	plus
PROBE	KP129101	plus
PROBE	KP129100	plus
PROBE	KP129099	plus
PROBE	KP129098	plus
PROBE	KP129096	plus
PROBE	KP129095	plus
PROBE	KP129094	plus
PROBE	KP129093	plus
PROBE	KP129092	plus
PROBE	KP129091	plus
PROBE	KP129090	plus
PROBE	KP129088	plus
PROBE	KP129087	plus
PROBE	KP129086	plus
PROBE	KP129085	plus
PROBE	KP129065	plus
PROBE	KP129037	plus
PROBE	KP129029	plus
PROBE	KP129018	plus
PROBE	KP128994	plus
PROBE	KP128993	plus
PROBE	KP128989	plus
PROBE	KP128985	plus
PROBE	KP128977	plus
PROBE	KP128975	plus
PROBE	KP128950	plus
PROBE	KP128949	plus
PROBE	KP128942	plus
PROBE	KP128940	plus
PROBE	KP128924	plus
PROBE	MW560467	plus
PROBE	CP100591	plus
PROBE	CP100558	plus
PROBE	OX090929	plus
PROBE	OX090920	plus
PROBE	OX063299	plus
PROBE	OU963912	plus
PROBE	OX030987	plus
PROBE	OW982295	plus
PROBE	OW982256	plus
PROBE	NC_063526	plus
PROBE	NC_063526	plus
PROBE	OW964835	plus
PROBE	MW600068	plus
PROBE	MW600067	plus
PROBE	MW600066	plus
PROBE	MW600065	plus
PROBE	MW600064	plus
PROBE	MW600063	plus
PROBE	MW600062	plus
PROBE	MW600061	plus
PROBE	MW600060	plus
PROBE	MW600059	plus
PROBE	MW600058	plus
PROBE	MW600057	plus
PROBE	MW600056	plus
PROBE	MW600055	plus
PROBE	MW600054	plus
PROBE	MW600053	plus
PROBE	MW600052	plus
PROBE	MW600051	plus
PROBE	MW600050	plus
PROBE	MW600049	plus
PROBE	MW600048	plus
PROBE	MW600047	plus
PROBE	MW600046	plus
PROBE	MW600045	plus
PROBE	MW600044	plus
PROBE	MW600043	plus
PROBE	MW600042	plus
PROBE	MW600041	plus
PROBE	MW600040	plus
PROBE	MW600039	plus
PROBE	MW600038	plus
PROBE	MW600037	plus
PROBE	MW600036	plus
PROBE	MW600035	plus
PROBE	MW600034	plus
PROBE	MW600033	plus
PROBE	MW600032	plus
PROBE	MW600031	plus
PROBE	MW600030	plus
PROBE	MW600029	plus
PROBE	MW600028	plus
PROBE	MW600027	plus
PROBE	MW600026	plus
PROBE	MW600025	plus
PROBE	MW600024	plus
PROBE	MW600023	plus
PROBE	MW600022	plus
PROBE	MW600021	plus
PROBE	MW600020	plus
PROBE	MW600019	plus
PROBE	MW600018	plus
PROBE	MW600017	plus
PROBE	MW600016	plus
PROBE	MW600015	plus
PROBE	MW600014	plus
PROBE	MW600013	plus
PROBE	MW600012	plus
PROBE	MW600011	plus
PROBE	MW600010	plus
PROBE	MW600009	plus
PROBE	MW600008	plus
PROBE	MW600007	plus
PROBE	MW600006	plus
PROBE	MW600005	plus
PROBE	MW600004	plus
PROBE	MW600003	plus
PROBE	MW600002	plus
PROBE	MW600001	plus
PROBE	MW600000	plus
PROBE	MW599999	plus
PROBE	MW599998	plus
PROBE	MW599997	plus
PROBE	MW599996	plus
PROBE	MW599995	plus
PROBE	MW599994	plus
PROBE	OW569332	plus
PROBE	OW443296	plus
PROBE	NC_062616	plus
PROBE	HG999684	plus
PROBE	OW026560	plus
PROBE	LN590695	plus
PROBE	CP009075	plus
PROBE	OV656698	plus
PROBE	XM_045901090	plus
PROBE	XM_045765416	plus
PROBE	MW916037	plus
PROBE	MW916036	plus
PROBE	MW916035	plus
PROBE	MW916034	plus
PROBE	MW916033	plus
PROBE	MW916015	plus
PROBE	OV281083	plus
PROBE	CP084203	plus
PROBE	OU964961	plus
PROBE	MN720441	plus
PROBE	MN720441	plus
PROBE	OU862899	plus
PROBE	OU503041	plus
PROBE	XM_007368864	plus
PROBE	MZ433371	plus
PROBE	XM_043375027	plus
PROBE	XM_043375026	plus
PROBE	XM_043375025	plus
PROBE	XM_043375024	plus
PROBE	XM_043375023	plus
PROBE	XM_043375022	plus
PROBE	XM_043375021	plus
PROBE	KF794148	plus
PROBE	AP024940	plus
PROBE	OU343119	plus
PROBE	OU343092	plus
PROBE	OU343092	minus
PROBE	OU342402	plus
PROBE	OU015390	plus
PROBE	OU015371	plus
PROBE	XM_042247734	plus
PROBE	CP068755	plus
PROBE	CP068755	plus
PROBE	CP068744	plus
PROBE	OU015766	plus
PROBE	OU015766	minus
PROBE	OU015766	plus
PROBE	OU015766	plus
PROBE	OU015766	plus
PROBE	OU015766	plus
PROBE	OU015765	plus
PROBE	XM_022352930	plus
PROBE	CP068258	plus
PROBE	CP068258	minus
PROBE	CP073647	plus
PROBE	CP073647	plus
PROBE	FR990098	plus
PROBE	XM_039929592	plus
PROBE	XM_039929591	plus
PROBE	HG994389	plus
PROBE	CP071065	plus
PROBE	LR990741	plus
PROBE	XM_010351323	plus
PROBE	LR994612	plus
PROBE	LR994612	plus
PROBE	LR994611	plus
PROBE	LR994611	plus
PROBE	MW257223	plus
PROBE	LR990486	plus
PROBE	LR990159	plus
PROBE	OC875050	plus
PROBE	OC875050	plus
PROBE	OD567322	plus
PROBE	LR744049	plus
PROBE	LR744049	plus
PROBE	XM_038198219	plus
PROBE	XM_038198218	plus
PROBE	XM_038198217	plus
PROBE	OC002265	plus
PROBE	XM_037485480	plus
PROBE	CP062024	plus
PROBE	CP062024	minus
PROBE	CP062009	plus
PROBE	CP062009	plus
PROBE	CP062009	minus
PROBE	CP062009	plus
PROBE	CP055234	plus
PROBE	XM_036767069	plus
PROBE	LR877225	plus
PROBE	CP060120	plus
PROBE	LR862371	plus
PROBE	LR828253	plus
PROBE	LR828251	plus
PROBE	LR812047	plus
PROBE	LR812614	plus
PROBE	LR812614	plus
PROBE	LR812578	plus
PROBE	LR812603	plus
PROBE	LR812589	plus
PROBE	LR812589	plus
PROBE	LR812564	plus
PROBE	LR812553	plus
PROBE	LR812530	plus
PROBE	CP001323	plus
PROBE	AC234310	plus
PROBE	EU975550	plus
PROBE	AC101391	plus
PROBE	AC135636	plus
PROBE	AC151985	plus
PROBE	AL121777	plus
PROBE	BX640502	plus
PROBE	AC126804	plus
PROBE	AY463690	plus
PROBE	LR812495	minus
PROBE	LR812087	minus
PROBE	LR812087	plus
PROBE	LR812078	minus
PROBE	LR812078	minus
PROBE	LR812076	minus
PROBE	LR812076	plus
PROBE	LR812074	minus
PROBE	LR812069	minus
PROBE	LR812071	minus
PROBE	LR812071	plus
PROBE	AP023165	minus
PROBE	CP050796	minus
PROBE	LR792837	minus
PROBE	LR792834	minus
PROBE	LR792834	plus
PROBE	LR792834	plus
PROBE	LR792826	minus
PROBE	LR792826	plus
PROBE	LR792825	minus
PROBE	LR792823	minus
PROBE	LR761622	minus
PROBE	LR761619	minus
PROBE	LR761619	plus
PROBE	LR761619	plus
PROBE	LR761611	minus
PROBE	LR761611	plus
PROBE	LR761610	minus
PROBE	LR761608	minus
PROBE	CP050600	minus
PROBE	CP050591	minus
PROBE	CP050630	minus
PROBE	CP050611	minus
PROBE	LR778254	minus
PROBE	AP022688	minus
PROBE	LR761640	minus
PROBE	AP022603	minus
PROBE	XM_032162542	minus
PROBE	LR738414	minus
PROBE	CP030265	minus
PROBE	CP023702	minus
PROBE	XM_030812425	minus
PROBE	LR697117	minus
PROBE	CP035805	minus
PROBE	LR633962	minus
PROBE	LR633959	minus
PROBE	LR597552	minus
PROBE	CP039353	minus
PROBE	CP039353	minus
PROBE	CP039353	plus
PROBE	CP039353	plus
PROBE	CP039352	minus
PROBE	CP039350	minus
PROBE	CP039350	minus
PROBE	CP039350	minus
PROBE	CP039350	minus
PROBE	CP039350	minus
PROBE	CP039350	plus
PROBE	CP039350	plus
PROBE	CP039350	plus
PROBE	CP039347	minus
PROBE	CP039347	plus
PROBE	CP039347	plus
PROBE	CP039346	minus
PROBE	CP039346	minus
PROBE	CP039346	plus
PROBE	CP039346	plus
PROBE	CP039252	minus
PROBE	LR584436	minus
PROBE	LR584411	minus
PROBE	LR584402	minus
PROBE	LR131974	minus
PROBE	CP024996	minus
PROBE	LS997562	minus
PROBE	XM_028137540	minus
PROBE	XM_008158768	minus
PROBE	XM_028137531	minus
PROBE	XM_028137523	minus
PROBE	XM_028137516	minus
PROBE	LR134440	minus
PROBE	LR134352	minus
PROBE	CP031165	minus
PROBE	CP030990	minus
PROBE	CP030990	plus
PROBE	CP030990	plus
PROBE	CP030990	plus
PROBE	CP030984	minus
PROBE	CP030984	minus
PROBE	CP030984	plus
PROBE	XM_025665742	minus
PROBE	XM_025618048	minus
PROBE	XM_025533142	minus
PROBE	CP030287	minus
PROBE	CP029338	minus
PROBE	CP027097	minus
PROBE	CP027092	minus
PROBE	CP027081	minus
PROBE	CP026372	minus
PROBE	LT972185	minus
PROBE	XM_021986698	minus
PROBE	CP022540	minus
PROBE	CP020644	minus
PROBE	CP020633	minus
PROBE	CP020683	minus
PROBE	CP022515	minus
PROBE	CP022161	minus
PROBE	CP022161	plus
PROBE	CP022161	plus
PROBE	CP022161	plus
PROBE	XR_002388072	minus
PROBE	XM_005668139	minus
PROBE	XM_021064885	minus
PROBE	CP017238	minus
PROBE	CP013916	minus
PROBE	CP013054	minus
PROBE	CP017815	minus
PROBE	XM_018139986	minus
PROBE	LT598496	minus
PROBE	CP015726	minus
PROBE	XM_015845329	minus
PROBE	CP013476	minus
PROBE	XM_013504281	minus
PROBE	CP012342	minus
PROBE	XM_011980872	minus
PROBE	OX258983	minus
PROBE	OX258978	minus
PROBE	OX258968	minus
PROBE	CP071251	minus
PROBE	OX243811	minus
PROBE	OX243811	plus
PROBE	XM_040381656	minus
PROBE	XM_048832103	minus
PROBE	OX090930	minus
PROBE	CP072325	minus
PROBE	LK996017	minus
PROBE	OX063314	minus
PROBE	OX063314	plus
PROBE	OX063305	minus
PROBE	OX063305	minus
PROBE	OX063303	minus
PROBE	OX063303	plus
PROBE	OX063301	minus
PROBE	OX063300	minus
PROBE	OX063298	minus
PROBE	OX063298	plus
PROBE	OX063296	minus
PROBE	OX063291	minus
PROBE	OX063291	plus
PROBE	OX063290	minus
PROBE	OX063290	minus
PROBE	OU893347	minus
PROBE	OX031017	minus
PROBE	OX030917	minus
PROBE	OW982319	minus
PROBE	OW982319	plus
PROBE	OW982280	minus
PROBE	OW982280	plus
PROBE	CP097650	minus
PROBE	XM_047989088	minus
PROBE	OW387174	minus
PROBE	OW387170	minus
PROBE	OW387141	minus
PROBE	OW387135	minus
PROBE	OW387134	minus
PROBE	OW443327	minus
PROBE	AP025692	minus
PROBE	OW203769	minus
PROBE	OW121686	minus
PROBE	OW121818	minus
PROBE	OW121700	minus
PROBE	OW052251	minus
PROBE	OW052074	minus
PROBE	HG999708	minus
PROBE	HG999708	plus
PROBE	CP086360	minus
PROBE	CP086360	plus
PROBE	CP092930	minus
PROBE	OW028747	minus
PROBE	OW028577	minus
PROBE	OW026355	minus
PROBE	OW026355	plus
PROBE	OV883986	minus
PROBE	OV839390	minus
PROBE	OV815489	minus
PROBE	OV815281	minus
PROBE	LN590679	minus
PROBE	XM_009031018	minus
PROBE	OV656765	minus
PROBE	OV656765	plus
PROBE	OV656765	plus
PROBE	OV696687	minus
PROBE	OV754634	minus
PROBE	OV754634	minus
PROBE	OV754634	minus
PROBE	OV754632	minus
PROBE	OV737707	minus
PROBE	OV737707	minus
PROBE	OV737707	minus
PROBE	OV737705	minus
PROBE	XM_046137178	minus
PROBE	XM_046102385	minus
PROBE	CP091244	minus
PROBE	CP091012	minus
PROBE	OV277713	minus
PROBE	CP088252	minus
PROBE	LR962869	minus
PROBE	LR962760	minus
PROBE	LR962759	minus
PROBE	LR962755	minus
PROBE	CP087139	minus
PROBE	OU964971	minus
PROBE	XM_044552917	minus
PROBE	OU830601	minus
PROBE	CP070634	minus
PROBE	CP070733	minus
PROBE	OU744323	minus
PROBE	OU744279	minus
PROBE	OU611786	minus
PROBE	XR_005226502	minus
PROBE	OU383791	minus
PROBE	OU452274	minus
PROBE	OU443161	minus
PROBE	OU427026	minus
PROBE	OU427014	minus
PROBE	OU426851	minus
PROBE	CP079113	minus
PROBE	CP079112	minus
PROBE	OU343106	minus
PROBE	OU343104	minus
PROBE	OU343087	minus
PROBE	OU343083	minus
PROBE	OU342462	minus
PROBE	CP077096	minus
PROBE	CP077077	minus
PROBE	CP077076	minus
PROBE	OU015754	minus
PROBE	OU015754	plus
PROBE	OU015367	minus
PROBE	XM_041684189	minus
PROBE	CP075068	minus
PROBE	CP068751	minus
PROBE	CP068751	plus
PROBE	CP068750	minus
PROBE	CP068750	minus
PROBE	CP068748	minus
PROBE	CP068748	plus
PROBE	CP068743	minus
PROBE	CP068743	plus
PROBE	CP068741	minus
PROBE	CP068741	plus
PROBE	CP068740	minus
PROBE	CP068740	plus
PROBE	CP068736	minus
PROBE	CP068736	plus
PROBE	CP068735	minus
PROBE	OU015768	minus
PROBE	OU015768	minus
PROBE	OU015768	plus
PROBE	OU015768	plus
PROBE	OU015768	plus
PROBE	OU015763	minus
PROBE	OU015763	minus
PROBE	OU015763	minus
PROBE	OU015763	minus
PROBE	OU015763	plus
PROBE	OU015763	plus
PROBE	OU015762	minus
PROBE	OU015762	minus
PROBE	OU015761	minus
PROBE	OU015761	minus
PROBE	OU015761	plus
PROBE	OU015761	plus
PROBE	OU015621	minus
PROBE	OU015504	minus
PROBE	XM_041519792	minus
PROBE	XM_041519791	minus
PROBE	CP071563	minus
PROBE	FR997809	minus
PROBE	FR990031	minus
PROBE	XM_040262271	minus
PROBE	XM_040262266	minus
PROBE	XM_040262259	minus
PROBE	XM_040262252	minus
PROBE	HG995421	minus
PROBE	HG995326	minus
PROBE	HG995272	minus
PROBE	HG994970	minus
PROBE	HG994393	minus
PROBE	HG994391	minus
PROBE	XM_039840504	minus
PROBE	XM_039840501	minus
PROBE	XM_039840500	minus
PROBE	XM_039840498	minus
PROBE	CP059649	minus
PROBE	CP059649	minus
PROBE	CP059649	plus
PROBE	CP059649	plus
PROBE	CP059644	minus
PROBE	CP059644	minus
PROBE	CP059644	plus
PROBE	CP059644	plus
PROBE	CP059644	plus
PROBE	CP059643	minus
PROBE	CP059643	minus
PROBE	CP059643	plus
PROBE	CP059643	plus
PROBE	CP059642	minus
PROBE	CP059642	plus
PROBE	CP059620	minus
PROBE	CP059620	plus
PROBE	CP059617	minus
PROBE	CP059617	plus
PROBE	CP059612	minus
PROBE	CP059612	minus
PROBE	CP059612	minus
PROBE	CP059612	plus
PROBE	CP059612	plus
PROBE	CP059612	plus
PROBE	CP059612	plus
PROBE	CP059610	minus
PROBE	LR994621	minus
PROBE	LR994618	minus
PROBE	LR994618	plus
PROBE	LR994618	plus
PROBE	LR994610	minus
PROBE	LR994610	plus
PROBE	LR994609	minus
PROBE	LR994607	minus
PROBE	LR991104	minus
PROBE	LR991096	minus
PROBE	LR991088	minus
PROBE	LR991084	minus
PROBE	LR990343	minus
PROBE	AC243252	minus
PROBE	LR989978	minus
PROBE	LR990872	minus
PROBE	LR699026	minus
PROBE	OD001117	minus
PROBE	OC327187	minus
PROBE	OD565441	minus
PROBE	OC356448	minus
PROBE	OA564413	minus
PROBE	XM_037004074	minus
PROBE	XM_037004073	minus
PROBE	XM_037004072	minus
PROBE	XM_037025271	minus
PROBE	CP062028	minus
PROBE	CP062026	minus
PROBE	CP062026	plus
PROBE	CP062026	plus
PROBE	CP062022	minus
PROBE	CP062020	minus
PROBE	CP062020	minus
PROBE	CP062020	minus
PROBE	CP062014	minus
PROBE	CP062014	plus
PROBE	CP062013	minus
PROBE	CP062013	minus
PROBE	CP062013	plus
PROBE	CP062012	minus
PROBE	CP062012	minus
PROBE	CP062012	minus
PROBE	CP062056	minus
PROBE	CP062049	minus
PROBE	CP062049	minus
PROBE	CP062048	minus
PROBE	CP062047	minus
PROBE	CP062043	minus
PROBE	CP062043	minus
PROBE	CP062043	plus
PROBE	CP062040	minus
PROBE	CP062039	minus
PROBE	CP062037	minus
PROBE	CP062037	minus
PROBE	CP062037	minus
PROBE	CP062037	plus
PROBE	CP062037	plus
PROBE	CP062037	plus
PROBE	CP062034	minus
PROBE	CP062034	minus
PROBE	CP062034	minus
PROBE	CP062803	minus
PROBE	XM_036897547	minus
PROBE	XM_036897546	minus
PROBE	XM_036897545	minus
PROBE	XM_036928920	minus
PROBE	CP003312	minus
PROBE	HE796683	minus
PROBE	XM_036212437	minus
PROBE	XM_036212436	minus
PROBE	XM_024280884	minus
PROBE	AP023480	minus
PROBE	LR880654	minus
PROBE	LR877222	minus
PROBE	LR877221	minus
PROBE	LR877210	minus
PROBE	LR877205	minus
PROBE	LR877201	minus
PROBE	CP059265	minus
PROBE	LR828295	minus
PROBE	XM_035502788	minus
PROBE	LR812064	minus
PROBE	LR812064	plus
PROBE	LR812063	minus
PROBE	LR812063	minus
PROBE	LR812055	minus
PROBE	LR812055	plus
PROBE	LR812052	minus
PROBE	LR812052	plus
PROBE	LR812051	minus
PROBE	LR812051	plus
PROBE	LR812048	minus
PROBE	LR812046	minus
PROBE	LR812046	plus
PROBE	LR812039	minus
PROBE	LR812039	plus
PROBE	LR812038	minus
PROBE	LR812609	minus
PROBE	LR812609	plus
PROBE	LR812608	minus
PROBE	LR812604	minus
PROBE	LR812600	minus
PROBE	LR812600	plus
PROBE	LR812599	minus
PROBE	LR812595	minus
PROBE	LR812595	plus
PROBE	LR812590	minus
PROBE	LR812586	minus
PROBE	LR812586	plus
PROBE	LR812586	plus
PROBE	LR812584	minus
PROBE	LR812574	minus
PROBE	LR812574	plus
PROBE	LR812570	minus
PROBE	LR812570	plus
PROBE	LR812570	plus
PROBE	LR812569	minus
PROBE	LR812565	minus
PROBE	LR812561	minus
PROBE	LR812561	plus
PROBE	LR812559	minus
PROBE	LR812559	minus
PROBE	LR812559	minus
PROBE	LR812555	minus
PROBE	LR812554	minus
PROBE	LR812552	minus
PROBE	LR812545	minus
PROBE	LR812545	plus
PROBE	LR812544	minus
PROBE	LR812540	minus
PROBE	LR812540	plus
PROBE	LR812536	minus
PROBE	LR812534	minus
PROBE	LR812534	plus
PROBE	LR812532	minus
PROBE	LR812549	minus
PROBE	LR812549	plus
PROBE	FR799575	minus
PROBE	CP002361	minus
PROBE	AC220064	minus
PROBE	FN564433	minus
PROBE	FP236618	minus
PROBE	FP103007	minus
PROBE	FP102921	minus
PROBE	CU856523	minus
PROBE	CP000958	minus
PROBE	CU468238	minus
PROBE	AM469929	minus
PROBE	AC197396	minus
PROBE	CR936322	minus
PROBE	CP000458	minus
PROBE	CR753874	minus
PROBE	CP000447	minus
PROBE	DQ397567	minus
PROBE	AC102603	minus
PROBE	AC116319	minus
PROBE	AC087289	minus
PROBE	CR293522	minus
PROBE	CR387922	minus
PROBE	AC159193	minus
PROBE	Z95330	minus
PROBE	BX088713	minus
PROBE	BX293567	minus
PROBE	Z48950	minus
PROBE	AL928821	minus
PROBE	AL845292	minus
PROBE	LR812498	plus
PROBE	LR812494	plus
PROBE	LR812083	plus
PROBE	LR812079	plus
PROBE	LR812075	plus
PROBE	LR812068	plus
PROBE	LR812065	plus
PROBE	XR_004691863	plus
PROBE	AP019872	plus
PROBE	AP023169	plus
PROBE	XM_034381633	plus
PROBE	XM_034351085	plus
PROBE	CP050803	plus
PROBE	CP050802	plus
PROBE	LR792838	plus
PROBE	LR792833	plus
PROBE	LR792831	plus
PROBE	LR792829	plus
PROBE	LR792829	plus
PROBE	LR761623	plus
PROBE	LR761618	plus
PROBE	LR761616	plus
PROBE	LR761614	plus
PROBE	LR761614	plus
PROBE	CP050980	plus
PROBE	LR792548	plus
PROBE	LR778281	plus
PROBE	LR778259	plus
PROBE	XM_002055405	plus
PROBE	LR738415	plus
PROBE	XM_031829233	plus
PROBE	XM_020488399	plus
PROBE	LR699166	plus
PROBE	XR_004112388	plus
PROBE	XM_031347970	plus
PROBE	XM_019029257	plus
PROBE	XM_031012254	plus
PROBE	XM_019029255	plus
PROBE	CP040671	plus
PROBE	XM_030708715	plus
PROBE	LR699160	plus
PROBE	LR699159	plus
PROBE	XM_030337507	plus
PROBE	XM_030337506	plus
PROBE	XM_030337505	plus
PROBE	CP036275	plus
PROBE	XM_030090817	plus
PROBE	LR633949	plus
PROBE	LR633943	plus
PROBE	LR632930	plus
PROBE	LR606192	plus
PROBE	LR606183	plus
PROBE	XM_029688563	plus
PROBE	XM_029688562	plus
PROBE	XM_029688561	plus
PROBE	XM_029646030	plus
PROBE	LR597465	plus
PROBE	LR597450	plus
PROBE	LR597440	plus
PROBE	AP019299	plus
PROBE	CP040768	plus
PROBE	LR594562	plus
PROBE	CP040360	plus
PROBE	CP039355	plus
PROBE	CP039351	plus
PROBE	CP039351	plus
PROBE	CP039351	plus
PROBE	CP039349	plus
PROBE	CP039349	plus
PROBE	LR584406	plus
PROBE	LR584403	plus
PROBE	LR535854	plus
PROBE	LR535828	plus
PROBE	XM_028209772	plus
PROBE	XM_027422882	plus
PROBE	XM_027362260	plus
PROBE	AP018721	plus
PROBE	XM_026271878	plus
PROBE	XM_026271877	plus
PROBE	XM_028147324	plus
PROBE	XM_008142773	plus
PROBE	CP034495	plus
PROBE	XM_027526262	plus
PROBE	XM_027526261	plus
PROBE	XM_027526260	plus
PROBE	CP030989	plus
PROBE	XM_025585630	plus
PROBE	CP030286	plus
PROBE	CP029478	plus
PROBE	XM_024984401	plus
PROBE	XM_024984400	plus
PROBE	XM_005224266	plus
